Base,Base Name,Date,Number of trips,Number of Vehicles
B00008,T-D MAINTENANCE CORP,2015-06-15,209,18
B00009,T-D MAINTENANCE,2015-06-15,400,15
B00013,LOVE CORP CAR INC,2015-06-15,386,103
B00014,NY ONE CORP CAR INC,2015-06-15,612,164
B00030,TREMONT DISPATCHING CORP,2015-06-15,102,10
B00037,TRANSP UNLIMITED C/S,2015-06-15,450,44
B00095,LIBERTY CAR SERVICE INC.,2015-06-15,588,62
B00170,EMUNAH CAR SERVICE INC,2015-06-15,53,9
B00202,"EXCELSIOR CAR & LIMO, INC.",2015-06-15,52,14
B00208,ERNEST SCHWARZ INC,2015-06-15,7,4
B00210,QUEENS DISPATCH SVC INC.,2015-06-15,54,14
B00221,PROFESSIONAL CAR SERVICE INC,2015-06-15,511,81
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-06-15,470,158
B00235,"ARISTACAR & LIMOUSINE, LTD.",2015-06-15,42,18
B00236,LAST RADIO GROUP CORP.,2015-06-15,47,16
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-06-15,1026,121
B00254,XYZ TWO WAY RADIO,2015-06-15,1084,267
B00277,ALL CITY CORP TRANS INC,2015-06-15,143,39
B00281,"VEE CEE LIMOUSINE SERVICE, INC",2015-06-15,92,11
B00296,PRIME TIME TRANS. INC,2015-06-15,70,37
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,2015-06-15,9,2
B00381,BELL RADIO INC,2015-06-15,416,113
B00411,FONE-A-CAR INC,2015-06-15,216,51
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-06-15,367,86
B00475,RIDGE TRANSPORTATION CORP.,2015-06-15,114,8
B00477,INTA-BORO ACRES INC,2015-06-15,515,150
B00552,HINO-MARU ENTERPRISES INC.,2015-06-15,29,20
B00608,SUMMIT CORP CAR INC,2015-06-15,170,40
B00619,LINCOLN LIMO SVCE INC,2015-06-15,2,2
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-06-15,18,7
B00706,"VIC & BAY CAR SERVICE, INC",2015-06-15,415,20
B00789,VITAL TRANSPORTATION INC.,2015-06-15,742,195
B00837,CAREY LIMO N Y INC,2015-06-15,511,173
b00881,CROSSBAY CAR SERVICE INC.,2015-06-15,27,14
B00888,ACE C/L SVCE INC,2015-06-15,151,42
B00889,MEXICANA CAR SERVICE INC.,2015-06-15,711,77
B00948,510 CAR SERVICE CORP,2015-06-15,505,57
b01009,UNITED LIMO C/M SVC CORP,2015-06-15,68,8
B01016,810 CAR SVCE CORP,2015-06-15,965,76
b01039,NYC WHEELS CAR SERVICE INC.,2015-06-15,10,10
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,2015-06-15,150,8
b01129,GTWY INC,2015-06-15,238,20
B01148,EVELYN CAR SERVICE INC,2015-06-15,314,49
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-06-15,285,89
B01269,DIVISION CAR & LIMO INC.,2015-06-15,35,7
B01292,SHEPREID CAR SERVICE AND LIMOUSINE CORP.,2015-06-15,47,7
B01306,"R N D TRANSPORTATION, INC.",2015-06-15,37,10
B01308,LIL'D DISPATCH INC.,2015-06-15,109,24
B01313,JOY CAR SERVICES INC.,2015-06-15,32,28
B01318,LOWER EAST SIDE C/S CORP,2015-06-15,898,92
B01340,UNICAR COMPANY INC,2015-06-15,1038,127
B01346,ARECIBO C/S INC,2015-06-15,97,11
B01351,HADERECH CAR SERVICE INC,2015-06-15,15,5
B01355,NEW HARLEM C/S INC,2015-06-15,524,44
B01367,"ROYAL DISPATCH SERVICES, INC.",2015-06-15,264,94
B01379,J.J.S. TRANSPORTATION CO. INC.,2015-06-15,51,5
B01391,ROSE 'N' DALE C/S INC,2015-06-15,124,11
B01432,TOVAR TRANSPORTATION INC,2015-06-15,347,26
B01445,J T TRANS CO INC,2015-06-15,214,47
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",2015-06-15,101,13
B01509,"BRUNWISH ENTERPRISES,LTD.",2015-06-15,785,73
B01522,"STM ENTERPRISES,INC",2015-06-15,111,13
B01559,MUNKACS CAR SVC LTD,2015-06-15,310,18
B01606,LA MEXICANA EXPRESS INC.,2015-06-15,3675,127
B01608,JERUSALEM CAR COM.INC.,2015-06-15,18,7
B01623,JAMAICA EXPRESS CAR SERVICE INC.,2015-06-15,63,10
B01625,GLOBE CAR SERVICE INC,2015-06-15,117,10
B01626,LA NUEVA QUISQUEYA C/S INC,2015-06-15,1331,123
B01635,HAR-SINAY CAR & LIMO SVC INC,2015-06-15,25,8
B01672,NEW DAYNIGHT CAR SVCE,2015-06-15,51,22
B01721,W.K. CAR & LIMO SERVICE INC,2015-06-15,456,61
B01726,SUPER CLASS RADIO DISP INC,2015-06-15,1041,153
B01727,"CHAUFFEUR SERVICES, INC.",2015-06-15,4,3
B01730,LUCKY EXPRESS CORPORATION,2015-06-15,2,2
B01779,APEX CAR & LIMO SVCE INC,2015-06-15,52,19
B01818,"TA-TA TRANSPORTATION, INC.",2015-06-15,2,1
B01846,ROMANTIQUE LIMOUSINE INC.,2015-06-15,2,1
B01849,JOE PAL LIMOUSINE LTD,2015-06-15,4,3
B01875,ON LINE LIMOUSINE LLC,2015-06-15,245,59
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,2015-06-15,2,2
B01877,U.S.A. LIMO. INC.,2015-06-15,347,130
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-06-15,692,85
B01923,"AVID INTERNATIONAL, INC.",2015-06-15,41,13
B01928,DISCOVER LIMO INC,2015-06-15,3,2
B01957,"ANIMO, INC",2015-06-15,1,1
B01970,GRAFE STREET SERVICE CORP.,2015-06-15,8,4
B01979,DREAMLAND CAR & LIMO.SVC INC.,2015-06-15,1,1
B01980,"READY TO ROLL TRANSPORTATION, INC.",2015-06-15,33,20
B01984,NY 88 EXPRESS CORP.,2015-06-15,740,119
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,2015-06-15,94,16
B01998,FIRST CORPORATE SEDANS INC.,2015-06-15,544,220
B02003,"AVALON CORPORATE CAR,INC.",2015-06-15,182,74
B02021,EASYRIDE CAR SERVICE INC.,2015-06-15,51,5
B02054,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.,2015-06-15,26,12
B02073,"STARGATE LIMOUSINE, INC.",2015-06-15,14,5
B02096,"CET GROUP, INC",2015-06-15,4,4
B02099,SUNNY'S LIMOUSINE SERVICE INC,2015-06-15,243,72
B02110,"OPTIMUM CAR & LIMO, INC.",2015-06-15,61,5
B02133,"TWR CAR & LIMO, INC.",2015-06-15,90,28
B02138,"GUADALUPANA CAR LIMO, INC",2015-06-15,275,22
B02147,"MITA LIMOUSINE, INC.",2015-06-15,22,13
B02155,ABA LUXURY CAR INC.,2015-06-15,13,10
B02157,REAGAN CONVEYANCE  CORP.,2015-06-15,152,81
B02160,"12TH STREET LUXURY CARS, INC.",2015-06-15,21,18
B02175,MURRAY'S LIMOUSINE SERVICE INC.,2015-06-15,4,3
B02180,PEGASUS TRANSPORT SERVICE INC.,2015-06-15,37,21
B02182,"FINEST CAR SERVICE, LLC",2015-06-15,15,3
B02191,US LIMO SYSTEM INC,2015-06-15,42,19
B02217,PCS LIMOUSINE INC.,2015-06-15,18,8
B02240,NEW APPLE TRANS. INC.,2015-06-15,24,14
B02252,ASIANA LIMOUSINE INC.,2015-06-15,3,2
B02265,"COUNTY CAR SERVICE, INC.",2015-06-15,29,3
B02285,"VALERA GLOBAL, INC.",2015-06-15,236,83
B02287,"ROAD NEW YORK ENTERPRISES, INC.",2015-06-15,6,3
B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,2015-06-15,3,2
b02301,DOUBLE A CAR SERVICE INC.,2015-06-15,372,24
B02306,ACCUELIMO LUXURY LLC,2015-06-15,105,22
B02308,NORWOOD CAR & LIMO INC.,2015-06-15,58,17
B02389,"EMBARQUE N.Y., INC.",2015-06-15,73,18
B02397,CHICO EXPRESS CORP. 2,2015-06-15,232,17
B02416,"NEW STORM CAR SERVICE, INC.",2015-06-15,46,5
B02447,"NEW HAMPTON CAR & LIMO, INC.",2015-06-15,1,1
B02462,TIFFANY'S CAR SERVICE INC.,2015-06-15,94,16
B02468,GROUNDLINK HOLDINGS LLC,2015-06-15,152,39
B02470,CRI LIMO INC.,2015-06-15,22,10
B02491,CALL THREES LLC,2015-06-15,27,5
B02517,LOS PAISANOS LUXURY C/S INC.,2015-06-15,10,7
B02541,HIBA CAR & LIMO SVC INC.,2015-06-15,14,8
B02542,BAILEY LUXURY & LIMOUSINE CORP.,2015-06-15,1,1
B02564,LAGUARDIA LUXURY CAR & LIMO,2015-06-15,1,1
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",2015-06-15,60,38
B02611,SS LIMOUSINE SERVICE INC,2015-06-15,20,8
B02631,"CONFIDENTIAL HOLDINGS, LLC",2015-06-15,12,5
B02633,USHLS CORP,2015-06-15,4,4
B02637,ROOSEVELT CAR & LIMO INC.,2015-06-15,6,6
B02653,NEW COLLEGE CAR SVCE INC,2015-06-15,793,108
B02666,"D.L.C. LIMOUSINE SERVICE, INC.",2015-06-15,6,6
B02674,ELAL CAR LIMO SERVICE LLC,2015-06-15,56,7
B02675,FRIELECH CAR & LIMO SERVICE INC,2015-06-15,27,6
B02681,DIRECT CAR & LIMO SERVICE INC.,2015-06-15,28,6
B02689,OCS LIMO CORP.,2015-06-15,6,2
B02694,CITY LIMOUSINE TRANSPORTATION INC.,2015-06-15,7,7
B02710,PARADA CAR SERVICE,2015-06-15,4,4
B02711,204 CAR & LIMO INC,2015-06-15,7,2
B02715,GROUNDANYWHERE LLC,2015-06-15,428,130
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",2015-06-15,181,1
B02751,RELIANCE GROUP INC,2015-06-15,2,2
b02754,TIGER CAR SERVICE INC.,2015-06-15,10,2
B02808,INVASORA EXPRESS CAR SERVICE CORP.,2015-06-15,9,4
B02821,E5 TRANSPORTATION SOLUTIONS INC.,2015-06-15,54,6
B00008,T-D MAINTENANCE CORP,2015-06-16,196,19
B00009,T-D MAINTENANCE,2015-06-16,616,17
B00013,LOVE CORP CAR INC,2015-06-16,461,106
B00014,NY ONE CORP CAR INC,2015-06-16,632,167
B00030,TREMONT DISPATCHING CORP,2015-06-16,141,13
B00037,TRANSP UNLIMITED C/S,2015-06-16,376,48
B00083,PAGE-A-RIDE INC,2015-06-16,1,1
B00095,LIBERTY CAR SERVICE INC.,2015-06-16,523,67
B00170,EMUNAH CAR SERVICE INC,2015-06-16,50,9
B00202,"EXCELSIOR CAR & LIMO, INC.",2015-06-16,72,17
B00208,ERNEST SCHWARZ INC,2015-06-16,5,4
B00210,QUEENS DISPATCH SVC INC.,2015-06-16,98,21
B00221,PROFESSIONAL CAR SERVICE INC,2015-06-16,532,85
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-06-16,567,174
B00235,"ARISTACAR & LIMOUSINE, LTD.",2015-06-16,34,14
B00236,LAST RADIO GROUP CORP.,2015-06-16,50,16
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-06-16,1049,120
B00254,XYZ TWO WAY RADIO,2015-06-16,1162,271
B00277,ALL CITY CORP TRANS INC,2015-06-16,156,39
B00281,"VEE CEE LIMOUSINE SERVICE, INC",2015-06-16,130,11
B00296,PRIME TIME TRANS. INC,2015-06-16,77,37
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,2015-06-16,10,3
B00381,BELL RADIO INC,2015-06-16,469,118
B00411,FONE-A-CAR INC,2015-06-16,222,59
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-06-16,451,99
B00475,RIDGE TRANSPORTATION CORP.,2015-06-16,118,10
B00477,INTA-BORO ACRES INC,2015-06-16,625,162
B00552,HINO-MARU ENTERPRISES INC.,2015-06-16,34,26
B00608,SUMMIT CORP CAR INC,2015-06-16,165,38
B00619,LINCOLN LIMO SVCE INC,2015-06-16,3,2
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-06-16,25,7
B00706,"VIC & BAY CAR SERVICE, INC",2015-06-16,372,20
B00789,VITAL TRANSPORTATION INC.,2015-06-16,824,210
B00837,CAREY LIMO N Y INC,2015-06-16,593,199
b00881,CROSSBAY CAR SERVICE INC.,2015-06-16,49,21
B00888,ACE C/L SVCE INC,2015-06-16,158,42
B00889,MEXICANA CAR SERVICE INC.,2015-06-16,556,73
B00948,510 CAR SERVICE CORP,2015-06-16,531,56
b01009,UNITED LIMO C/M SVC CORP,2015-06-16,68,8
B01016,810 CAR SVCE CORP,2015-06-16,854,74
b01039,NYC WHEELS CAR SERVICE INC.,2015-06-16,10,10
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,2015-06-16,106,8
b01129,GTWY INC,2015-06-16,265,20
B01148,EVELYN CAR SERVICE INC,2015-06-16,320,48
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-06-16,307,93
B01269,DIVISION CAR & LIMO INC.,2015-06-16,40,7
B01292,SHEPREID CAR SERVICE AND LIMOUSINE CORP.,2015-06-16,53,7
B01306,"R N D TRANSPORTATION, INC.",2015-06-16,32,8
B01308,LIL'D DISPATCH INC.,2015-06-16,115,24
B01313,JOY CAR SERVICES INC.,2015-06-16,52,33
B01318,LOWER EAST SIDE C/S CORP,2015-06-16,860,91
B01340,UNICAR COMPANY INC,2015-06-16,919,129
B01346,ARECIBO C/S INC,2015-06-16,88,11
B01351,HADERECH CAR SERVICE INC,2015-06-16,15,5
B01355,NEW HARLEM C/S INC,2015-06-16,462,46
B01367,"ROYAL DISPATCH SERVICES, INC.",2015-06-16,314,99
B01379,J.J.S. TRANSPORTATION CO. INC.,2015-06-16,61,4
B01391,ROSE 'N' DALE C/S INC,2015-06-16,108,11
B01432,TOVAR TRANSPORTATION INC,2015-06-16,343,26
B01445,J T TRANS CO INC,2015-06-16,165,46
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",2015-06-16,84,11
B01509,"BRUNWISH ENTERPRISES,LTD.",2015-06-16,778,70
B01522,"STM ENTERPRISES,INC",2015-06-16,77,13
B01559,MUNKACS CAR SVC LTD,2015-06-16,395,22
B01606,LA MEXICANA EXPRESS INC.,2015-06-16,3263,122
B01608,JERUSALEM CAR COM.INC.,2015-06-16,24,8
B01623,JAMAICA EXPRESS CAR SERVICE INC.,2015-06-16,45,10
B01625,GLOBE CAR SERVICE INC,2015-06-16,108,10
B01626,LA NUEVA QUISQUEYA C/S INC,2015-06-16,1208,122
B01635,HAR-SINAY CAR & LIMO SVC INC,2015-06-16,39,8
B01672,NEW DAYNIGHT CAR SVCE,2015-06-16,45,26
B01721,W.K. CAR & LIMO SERVICE INC,2015-06-16,449,60
B01726,SUPER CLASS RADIO DISP INC,2015-06-16,870,155
B01727,"CHAUFFEUR SERVICES, INC.",2015-06-16,4,3
B01730,LUCKY EXPRESS CORPORATION,2015-06-16,9,9
B01779,APEX CAR & LIMO SVCE INC,2015-06-16,39,18
B01818,"TA-TA TRANSPORTATION, INC.",2015-06-16,2,2
B01846,ROMANTIQUE LIMOUSINE INC.,2015-06-16,1,1
B01849,JOE PAL LIMOUSINE LTD,2015-06-16,3,3
B01875,ON LINE LIMOUSINE LLC,2015-06-16,242,58
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,2015-06-16,4,2
B01877,U.S.A. LIMO. INC.,2015-06-16,405,127
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-06-16,799,91
B01923,"AVID INTERNATIONAL, INC.",2015-06-16,50,14
B01928,DISCOVER LIMO INC,2015-06-16,7,3
B01957,"ANIMO, INC",2015-06-16,4,2
B01970,GRAFE STREET SERVICE CORP.,2015-06-16,10,6
B01979,DREAMLAND CAR & LIMO.SVC INC.,2015-06-16,1,1
B01980,"READY TO ROLL TRANSPORTATION, INC.",2015-06-16,42,24
B01984,NY 88 EXPRESS CORP.,2015-06-16,724,126
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,2015-06-16,83,15
B01998,FIRST CORPORATE SEDANS INC.,2015-06-16,619,225
B02003,"AVALON CORPORATE CAR,INC.",2015-06-16,207,80
B02021,EASYRIDE CAR SERVICE INC.,2015-06-16,39,4
B02054,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.,2015-06-16,31,11
B02073,"STARGATE LIMOUSINE, INC.",2015-06-16,18,9
B02096,"CET GROUP, INC",2015-06-16,3,2
B02099,SUNNY'S LIMOUSINE SERVICE INC,2015-06-16,212,68
B02110,"OPTIMUM CAR & LIMO, INC.",2015-06-16,99,9
B02133,"TWR CAR & LIMO, INC.",2015-06-16,98,34
B02138,"GUADALUPANA CAR LIMO, INC",2015-06-16,162,21
B02147,"MITA LIMOUSINE, INC.",2015-06-16,35,16
B02155,ABA LUXURY CAR INC.,2015-06-16,17,7
B02157,REAGAN CONVEYANCE  CORP.,2015-06-16,170,88
B02160,"12TH STREET LUXURY CARS, INC.",2015-06-16,13,11
B02175,MURRAY'S LIMOUSINE SERVICE INC.,2015-06-16,6,6
B02180,PEGASUS TRANSPORT SERVICE INC.,2015-06-16,43,25
B02182,"FINEST CAR SERVICE, LLC",2015-06-16,14,3
B02191,US LIMO SYSTEM INC,2015-06-16,45,19
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",2015-06-16,1,1
B02217,PCS LIMOUSINE INC.,2015-06-16,38,11
B02240,NEW APPLE TRANS. INC.,2015-06-16,4,3
B02248,HYBRID LIMO EXPRESS INC.,2015-06-16,9,1
B02252,ASIANA LIMOUSINE INC.,2015-06-16,2,1
B02265,"COUNTY CAR SERVICE, INC.",2015-06-16,47,3
B02285,"VALERA GLOBAL, INC.",2015-06-16,258,86
B02287,"ROAD NEW YORK ENTERPRISES, INC.",2015-06-16,5,3
B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,2015-06-16,1,1
b02301,DOUBLE A CAR SERVICE INC.,2015-06-16,338,25
B02306,ACCUELIMO LUXURY LLC,2015-06-16,90,23
B02308,NORWOOD CAR & LIMO INC.,2015-06-16,39,13
B02389,"EMBARQUE N.Y., INC.",2015-06-16,60,16
B02397,CHICO EXPRESS CORP. 2,2015-06-16,213,16
B02416,"NEW STORM CAR SERVICE, INC.",2015-06-16,47,5
B02447,"NEW HAMPTON CAR & LIMO, INC.",2015-06-16,4,4
B02462,TIFFANY'S CAR SERVICE INC.,2015-06-16,97,17
B02468,GROUNDLINK HOLDINGS LLC,2015-06-16,142,38
B02470,CRI LIMO INC.,2015-06-16,23,9
B02491,CALL THREES LLC,2015-06-16,17,4
B02517,LOS PAISANOS LUXURY C/S INC.,2015-06-16,10,9
B02541,HIBA CAR & LIMO SVC INC.,2015-06-16,12,9
B02542,BAILEY LUXURY & LIMOUSINE CORP.,2015-06-16,2,2
B02564,LAGUARDIA LUXURY CAR & LIMO,2015-06-16,5,3
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",2015-06-16,72,42
B02611,SS LIMOUSINE SERVICE INC,2015-06-16,24,6
B02631,"CONFIDENTIAL HOLDINGS, LLC",2015-06-16,4,3
B02633,USHLS CORP,2015-06-16,5,4
B02637,ROOSEVELT CAR & LIMO INC.,2015-06-16,13,6
B02653,NEW COLLEGE CAR SVCE INC,2015-06-16,792,106
B02666,"D.L.C. LIMOUSINE SERVICE, INC.",2015-06-16,10,9
B02674,ELAL CAR LIMO SERVICE LLC,2015-06-16,45,7
B02675,FRIELECH CAR & LIMO SERVICE INC,2015-06-16,40,7
B02681,DIRECT CAR & LIMO SERVICE INC.,2015-06-16,28,5
B02689,OCS LIMO CORP.,2015-06-16,4,1
B02694,CITY LIMOUSINE TRANSPORTATION INC.,2015-06-16,7,6
B02710,PARADA CAR SERVICE,2015-06-16,2,2
B02711,204 CAR & LIMO INC,2015-06-16,5,2
B02715,GROUNDANYWHERE LLC,2015-06-16,445,129
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",2015-06-16,180,1
B02751,RELIANCE GROUP INC,2015-06-16,1,1
b02754,TIGER CAR SERVICE INC.,2015-06-16,4,2
B02808,INVASORA EXPRESS CAR SERVICE CORP.,2015-06-16,12,4
B02821,E5 TRANSPORTATION SOLUTIONS INC.,2015-06-16,58,5
B00008,T-D MAINTENANCE CORP,2015-06-17,196,15
B00009,T-D MAINTENANCE,2015-06-17,446,16
B00013,LOVE CORP CAR INC,2015-06-17,448,105
B00014,NY ONE CORP CAR INC,2015-06-17,693,164
B00030,TREMONT DISPATCHING CORP,2015-06-17,91,11
B00037,TRANSP UNLIMITED C/S,2015-06-17,354,45
B00083,PAGE-A-RIDE INC,2015-06-17,5,3
B00095,LIBERTY CAR SERVICE INC.,2015-06-17,579,65
B00170,EMUNAH CAR SERVICE INC,2015-06-17,51,9
B00202,"EXCELSIOR CAR & LIMO, INC.",2015-06-17,63,14
B00208,ERNEST SCHWARZ INC,2015-06-17,5,3
B00210,QUEENS DISPATCH SVC INC.,2015-06-17,88,21
B00221,PROFESSIONAL CAR SERVICE INC,2015-06-17,485,81
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-06-17,599,171
B00235,"ARISTACAR & LIMOUSINE, LTD.",2015-06-17,38,16
B00236,LAST RADIO GROUP CORP.,2015-06-17,55,17
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-06-17,1029,120
B00254,XYZ TWO WAY RADIO,2015-06-17,1226,268
B00277,ALL CITY CORP TRANS INC,2015-06-17,167,40
B00281,"VEE CEE LIMOUSINE SERVICE, INC",2015-06-17,121,11
B00296,PRIME TIME TRANS. INC,2015-06-17,99,39
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,2015-06-17,8,3
B00381,BELL RADIO INC,2015-06-17,477,121
B00411,FONE-A-CAR INC,2015-06-17,236,60
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-06-17,404,90
B00475,RIDGE TRANSPORTATION CORP.,2015-06-17,124,9
B00477,INTA-BORO ACRES INC,2015-06-17,642,153
B00552,HINO-MARU ENTERPRISES INC.,2015-06-17,39,29
B00608,SUMMIT CORP CAR INC,2015-06-17,183,43
B00619,LINCOLN LIMO SVCE INC,2015-06-17,4,2
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-06-17,14,8
B00706,"VIC & BAY CAR SERVICE, INC",2015-06-17,406,19
B00789,VITAL TRANSPORTATION INC.,2015-06-17,813,215
B00837,CAREY LIMO N Y INC,2015-06-17,589,191
b00881,CROSSBAY CAR SERVICE INC.,2015-06-17,44,21
B00888,ACE C/L SVCE INC,2015-06-17,178,41
B00889,MEXICANA CAR SERVICE INC.,2015-06-17,655,80
B00948,510 CAR SERVICE CORP,2015-06-17,504,51
b01009,UNITED LIMO C/M SVC CORP,2015-06-17,114,8
B01016,810 CAR SVCE CORP,2015-06-17,962,74
b01039,NYC WHEELS CAR SERVICE INC.,2015-06-17,10,10
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,2015-06-17,156,8
b01129,GTWY INC,2015-06-17,254,20
B01148,EVELYN CAR SERVICE INC,2015-06-17,331,48
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-06-17,356,97
B01269,DIVISION CAR & LIMO INC.,2015-06-17,33,7
B01292,SHEPREID CAR SERVICE AND LIMOUSINE CORP.,2015-06-17,58,6
B01306,"R N D TRANSPORTATION, INC.",2015-06-17,38,7
B01308,LIL'D DISPATCH INC.,2015-06-17,170,24
B01313,JOY CAR SERVICES INC.,2015-06-17,14,14
B01318,LOWER EAST SIDE C/S CORP,2015-06-17,891,92
B01340,UNICAR COMPANY INC,2015-06-17,946,132
B01346,ARECIBO C/S INC,2015-06-17,95,12
B01351,HADERECH CAR SERVICE INC,2015-06-17,15,5
B01355,NEW HARLEM C/S INC,2015-06-17,488,39
B01367,"ROYAL DISPATCH SERVICES, INC.",2015-06-17,343,99
B01379,J.J.S. TRANSPORTATION CO. INC.,2015-06-17,74,5
B01391,ROSE 'N' DALE C/S INC,2015-06-17,121,11
B01432,TOVAR TRANSPORTATION INC,2015-06-17,346,26
B01445,J T TRANS CO INC,2015-06-17,170,44
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",2015-06-17,97,13
B01509,"BRUNWISH ENTERPRISES,LTD.",2015-06-17,821,74
B01522,"STM ENTERPRISES,INC",2015-06-17,79,14
B01559,MUNKACS CAR SVC LTD,2015-06-17,455,23
B01606,LA MEXICANA EXPRESS INC.,2015-06-17,3223,123
B01608,JERUSALEM CAR COM.INC.,2015-06-17,20,6
B01623,JAMAICA EXPRESS CAR SERVICE INC.,2015-06-17,51,11
B01625,GLOBE CAR SERVICE INC,2015-06-17,106,10
B01626,LA NUEVA QUISQUEYA C/S INC,2015-06-17,1185,125
B01635,HAR-SINAY CAR & LIMO SVC INC,2015-06-17,30,8
B01672,NEW DAYNIGHT CAR SVCE,2015-06-17,47,29
B01721,W.K. CAR & LIMO SERVICE INC,2015-06-17,424,60
B01726,SUPER CLASS RADIO DISP INC,2015-06-17,914,147
B01727,"CHAUFFEUR SERVICES, INC.",2015-06-17,4,2
B01730,LUCKY EXPRESS CORPORATION,2015-06-17,7,7
B01779,APEX CAR & LIMO SVCE INC,2015-06-17,50,21
B01818,"TA-TA TRANSPORTATION, INC.",2015-06-17,7,5
B01846,ROMANTIQUE LIMOUSINE INC.,2015-06-17,1,1
B01849,JOE PAL LIMOUSINE LTD,2015-06-17,5,4
B01875,ON LINE LIMOUSINE LLC,2015-06-17,240,60
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,2015-06-17,2,2
B01877,U.S.A. LIMO. INC.,2015-06-17,413,132
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-06-17,816,97
B01923,"AVID INTERNATIONAL, INC.",2015-06-17,31,11
B01928,DISCOVER LIMO INC,2015-06-17,6,3
B01957,"ANIMO, INC",2015-06-17,10,4
B01970,GRAFE STREET SERVICE CORP.,2015-06-17,5,2
B01979,DREAMLAND CAR & LIMO.SVC INC.,2015-06-17,1,1
B01980,"READY TO ROLL TRANSPORTATION, INC.",2015-06-17,34,19
B01984,NY 88 EXPRESS CORP.,2015-06-17,821,120
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,2015-06-17,59,14
B01998,FIRST CORPORATE SEDANS INC.,2015-06-17,646,230
B02003,"AVALON CORPORATE CAR,INC.",2015-06-17,203,85
B02021,EASYRIDE CAR SERVICE INC.,2015-06-17,35,3
B02054,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.,2015-06-17,36,12
B02073,"STARGATE LIMOUSINE, INC.",2015-06-17,14,7
B02096,"CET GROUP, INC",2015-06-17,11,10
B02099,SUNNY'S LIMOUSINE SERVICE INC,2015-06-17,240,76
B02110,"OPTIMUM CAR & LIMO, INC.",2015-06-17,113,9
B02133,"TWR CAR & LIMO, INC.",2015-06-17,113,34
B02138,"GUADALUPANA CAR LIMO, INC",2015-06-17,278,20
B02147,"MITA LIMOUSINE, INC.",2015-06-17,41,16
B02155,ABA LUXURY CAR INC.,2015-06-17,11,9
B02157,REAGAN CONVEYANCE  CORP.,2015-06-17,177,89
B02160,"12TH STREET LUXURY CARS, INC.",2015-06-17,13,10
B02175,MURRAY'S LIMOUSINE SERVICE INC.,2015-06-17,11,9
B02180,PEGASUS TRANSPORT SERVICE INC.,2015-06-17,46,24
B02182,"FINEST CAR SERVICE, LLC",2015-06-17,14,3
B02191,US LIMO SYSTEM INC,2015-06-17,64,20
B02217,PCS LIMOUSINE INC.,2015-06-17,32,9
B02240,NEW APPLE TRANS. INC.,2015-06-17,15,10
B02248,HYBRID LIMO EXPRESS INC.,2015-06-17,11,1
B02252,ASIANA LIMOUSINE INC.,2015-06-17,3,2
B02265,"COUNTY CAR SERVICE, INC.",2015-06-17,31,3
B02285,"VALERA GLOBAL, INC.",2015-06-17,277,84
